timestamp,x,y,z
1776726044.211953,0.074788,-0.024233,1.088683
1776726047.6949503,0.273263,0.619852,0.868625
1776726050.4176173,0.313102,1.115817,0.819889
1776726052.922068,0.318248,1.645701,0.814484
1776726055.3760643,0.615941,1.751710,0.806202
1776726057.8326294,1.122094,1.742462,0.803585
1776726060.4728103,1.607134,1.757107,0.794753
